"","pes21_occ_text"
"4407","-99"
"4408","-99"
"4409","J’étais secrétaire médicale,"
"4410",""
"4411",""
"4412","Nurse"
"4413","Brigadier"
"4414","Money lender"
"4415","Bank manager"
"4416","-99"
"4417","Teacher"
"4418","Travel Agent"
"4419","-99"
"4420","accountant"
"4421","Real Estate"
"4422","Editor"
"4423","chauffeur"
"4424","Purchaser"
"4425","service à la clientèle"
"4426","infirmière"
"4427","Administrator"
"4428","-99"
"4429","Early childhood educator"
"4430","Cleaner"
"4431","Military"
"4432","Gardener"
"4433",""
"4434",""
"4435",""
"4436","Fromager"
"4437","business owner"
"4438","-99"
"4439","Teacher"
"4440","Administration"
"4441","hospitality"
"4442","Gen. Manager"
"4443","Business Systems Analyst (retired)"
"4444",""
"4445","stock keeper"
"4446",""
"4447","-99"
"4448","Director"
"4449",""
"4450","Chomeur"
"4451",""
"4452","Nurse"
"4453","Kinesiologist"
"4454","Commis de cuisine"
"4455","Office manager"
"4456","Insurance Broker"
"4457","registered nurse"
"4458",""
"4459","Survey Feedback:  Please include a progress bar so participants can see their progress.  Please increase the reward for the survey if there is no progress bar to reflect the inconvenience."
"4460",""
"4461","project manager"
"4462","educator"
"4463",""
"4464","Psw"
"4465","Reprèesentant industriel"
"4466","Elementary school teacher/administrator"
"4467","-99"
"4468",""
"4469","Professional Engineer"
"4470","Bookkeeper"
"4471","Executive secretary"
"4472","vente gros et détail"
"4473","Psychoéducateur"
"4474","Director Corporate Security"
"4475","union representative"
"4476","carman"
"4477","jeweller"
"4478",""
"4479",""
"4480","Professional"
"4481",""
"4482","PROVINCIAL OFFENSES OFFICER"
"4483",""
"4484",""
"4485",""
"4486",""
"4487",""
"4488","-99"
"4489",""
"4490","Service clients"
"4491","-99"
"4492","Security"
"4493",""
"4494","-99"
"4495",""
"4496","consultant"
"4497","Security"
"4498",""
"4499","Entretien batiment"
"4500","-99"
"4501","Sales Clerk"
"4502","Underwriter"
"4503","PIPEFITTER"
"4504","RETIRED"
"4505",""
"4506","government worker"
"4507",""
"4508","-99"
"4509","Pilote de ligne"
"4510",""
"4511",""
"4512","Responsable en assurance qualité"
"4513","Engineer"
"4514","science liaison"
"4515",""
"4516","manager"
"4517",""
"4518","-99"
"4519","Casual caregiver"
"4520",""
"4521","-99"
"4522",""
"4523",""
"4524","Travailleur autonome"
"4525","accountant"
"4526",""
"4527","Étudiant"
"4528","Secretarian"
"4529",""
"4530","Administration"
"4531","-99"
"4532","Engineer"
"4533","Retired"
"4534","Systems Analyst"
"4535","senior operator of chemical processing plant and maintenance coordinator"
"4536","ap clerk"
"4537","-99"
"4538",""
"4539","Finance"
"4540","Carpentry"
"4541","Sales rep"
"4542","Homemaker"
"4543",""
"4544","Exec.assistant"
"4545","Service"
"4546","Gestionnaire"
"4547","Database Administrator"
"4548","self employed"
"4549","Administration scolaire"
"4550","Agent de bord"
"4551",""
"4552","Business owner"
"4553","Organisateur social"
"4554","Retired"
"4555",""
"4556","rig pig"
"4557","-99"
"4558","Technical Service Rep."
"4559","-99"
"4560","-99"
"4561",""
"4562","étudiant"
"4563","Retired - Financial"
"4564",""
"4565","consultant"
"4566",""
"4567","customer service manager"
"4568","Logistics"
"4569","paramedic"
"4570","Student"
"4571","-99"
"4572",""
"4573","paralegal"
"4574","Nursing Admin"
"4575","-99"
"4576","Occupational therapist"
"4577","Billing/collecting Hydro"
"4578","Medical Receptionist"
"4579","Travailleur autonome"
"4580","-99"
"4581","Supervisor"
"4582","Éducateur spécialisé"
"4583","Plumber"
"4584","tacher"
"4585","Housewife"
"4586","Cook"
"4587",""
"4588","Travailleur temps plein"
"4589",""
"4590","Office clerk"
"4591",""
"4592",""
"4593",""
"4594","-99"
"4595",""
"4596","Entrepreneur/Business Founder and owner"
"4597","Travail de bureau"
"4598","hr advisor"
"4599","-99"
"4600","Tradesman"
"4601","Enseignante"
"4602",""
"4603","Clerk"
"4604","analyst"
"4605","Product supply manager"
"4606","Business owner"
"4607","Étudiant et employé à temps partiel"
"4608","Disabled"
"4609",""
"4610","Training"
"4611","cleaner"
"4612","Director - Provincial Government"
"4613","RN"
"4614","-99"
"4615","Law enforcement"
"4616",""
"4617",""
"4618","Directeur général"
"4619","sans emploi pour le moment"
"4620","Conseillère en communications et marketing numérique"
"4621","Operator"
"4622",""
"4623","Clerk"
"4624","Producer/Director Live Entertainment"
"4625","-99"
"4626",""
"4627","Early Childhood Educator"
"4628","fonctionnaire"
"4629","Engineer"
"4630","Teacher"
"4631",""
"4632",""
"4633","Retail"
"4634","Camera repair technician"
"4635","Part-time worker"
"4636","Retired RN"
"4637",""
"4638","-99"
"4639","technology"
"4640","Retired"
"4641","senior audit manager"
"4642","Grain Inspector"
"4643","-99"
"4644","Technical Writer"
"4645","Website hosting"
"4646","Entretien ménager"
"4647","-99"
"4648",""
"4649",""
"4650",""
"4651","insurance"
"4652","mktg. mgr"
"4653","Analyst"
"4654","Office cleaning"
"4655","dispatcher"
"4656",""
"4657","Nurse"
"4658","-99"
"4659","Étudiant"
"4660",""
"4661","registered nurse"
"4662","travail temps plein"
"4663","Management"
"4664","-99"
"4665","Store Manager"
"4666","Security"
"4667",""
"4668",""
"4669","Teacher"
"4670",""
"4671","-99"
"4672","-99"
"4673","-99"
"4674",""
"4675",""
"4676","au foyer"
"4677",""
"4678","Salarié"
"4679","IT"
"4680",""
"4681","-99"
"4682","Room Attendant"
"4683","Communications"
"4684","Consultant"
"4685","Retail general manager"
"4686","student"
"4687",""
"4688","-99"
"4689","teacher"
"4690","office worker"
"4691","-99"
"4692","-99"
"4693",""
"4694","Financial Advisor"
"4695","Executive"
"4696","Courier"
"4697","Retail"
"4698","Management consultant"
"4699","Cashier"
"4700","Physiotherapist"
"4701","legal assistant"
"4702",""
"4703","Office Manager for an Outfitter"
"4704","student"
"4705",""
"4706","Dishwasher/Food preparation assistant"
"4707",""
"4708","Business service rep"
"4709","Oceanographer"
"4710","Préposée aux télécommunications"
"4711","Secretary"
"4712","Skilled worker"
"4713","policiere"
"4714","Technicien bâtiment"
"4715",""
"4716","Pharmacy technician"
"4717","nonprofit administration"
"4718",""
"4719",""
"4720","-99"
"4721","Travailleur"
"4722",""
"4723",""
"4724","-99"
"4725","Étudiante"
"4726","EARLY CHILDHOOD EDUCATION"
"4727","Militaire"
"4728","-99"
"4729",""
"4730","-99"
"4731","Manager"
"4732","Warehouse staff"
"4733","Medical assistant"
"4734",""
"4735","Accountant"
"4736",""
"4737","-99"
"4738","chamber maid"
"4739",""
"4740","Human Resources Consultant"
"4741",""
"4742","Marchandiseur"
"4743","Travailleur autonome"
"4744",""
"4745","commis comptable"
"4746",""
"4747","Directeur"
"4748","Adjoint de recherche"
"4749","Secondary Teacher"
"4750","Project manager"
"4751",""
"4752","Homemaker"
"4753",""
"4754","-99"
"4755","enseignant"
"4756",""
"4757",""
"4758","-99"
"4759","Nurse...RPN"
"4760","IT project manager"
"4761",""
"4762","Chef"
"4763","Professeur d'université"
"4764","-99"
"4765","student"
"4766",""
"4767","Pab"
"4768",""
"4769","Secretary"
"4770","n/a"
"4771",""
"4772","sans emploi"
"4773","inspecteur"
"4774","Cadre"
"4775","mere au foyer"
"4776",""
"4777",""
"4778",""
"4779",""
"4780","Customer service"
"4781","Consultant"
"4782","-99"
"4783","Power engineer"
"4784","Communications"
"4785","Office manager"
"4786",""
"4787","Banker now retired"
"4788",""
"4789","Office manager"
"4790","Public service manager"
"4791","greenhouse labour"
"4792","University administration"
"4793","IT"
"4794","-99"
"4795","Teacher"
"4796",""
"4797","union officer"
"4798","Sales"
"4799","Disability"
"4800",""
"4801","labourer"
"4802","customer service"
"4803","Mechanical Manager"
"4804","construction"
"4805","Agente administrative"
"4806","Government relations"
"4807",""
"4808",""
"4809",""
"4810","Firefighter"
"4811",""
"4812","technicien communication"
"4813","Housing executive"
"4814","-99"
"4815","Consultant"
"4816",""
"4817","nurse, cab driver"
"4818","Professionnel de la santé"
"4819","Technicienne en comptabilité"
"4820","Food service"
"4821",""
"4822",""
"4823","Social worker HBSW"
"4824","-99"
"4825",""
"4826","Assessment Coordinate"
"4827",""
"4828",""
"4829","Fonctionnaire gouv fédéral."
"4830","Nurse educator"
"4831","Technicienne en éducation spécialisée"
"4832","Sales Rep"
"4833","Safety consultant"
"4834",""
"4835",""
"4836","-99"
"4837","Directeur de compte"
"4838",""
"4839","unemployed"
"4840","-99"
"4841","-99"
"4842","Commercial Realtor"
"4843","enseignant"
"4844","ADDICTIONS COUNSELOR"
"4845","-99"
"4846",""
"4847",""
"4848",""
"4849",""
"4850",""
"4851","Manager of Water and Wastewater Systems and Compliance"
"4852",""
"4853","IT project manager"
"4854",""
"4855","Teacher"
"4856","Supply Chain Management ( Logistics )"
"4857","Analyste d'affaires"
"4858","Chauffeur-livreur"
"4859",""
"4860","Security Guard"
"4861",""
"4862",""
"4863",""
"4864","Clerk"
"4865","Personal shopper"
"4866",""
"4867",""
"4868","Banquier"
"4869",""
"4870",""
"4871",""
"4872","Professionnel RH"
"4873","Office worker"
"4874","Banker"
"4875","-99"
"4876","-99"
"4877","Accountant"
"4878","Financial Planner"
"4879","student"
"4880","Property manager"
"4881","-99"
"4882","Sales"
"4883",""
"4884","Customer Service"
"4885",""
"4886","Retraité"
"4887","Réviseure/traductrice"
"4888","HR Manager"
"4889","Financial advisor"
"4890","-99"
"4891","-99"
"4892","Security"
"4893","homemaker"
"4894","-99"
"4895","engineer"
"4896","RN"
"4897",""
"4898","Accounting Clerk"
"4899","préposée aux bénéficiaires"
"4900","Fiscaliste"
"4901",""
"4902",""
"4903","FISHERMAN"
"4904",""
"4905","director of IT"
"4906",""
"4907","computers"
"4908",""
"4909",""
"4910","-99"
"4911","Banker"
"4912",""
"4913","Family History Researcher"
"4914",""
"4915",""
"4916","Homemaker"
"4917","Technicienne juridique"
"4918","student"
"4919",""
"4920","-99"
"4921","office assistant"
"4922","Travel consultant"
"4923","technologue en radio oncologie"
"4924","Retail sales"
"4925","Board director"
"4926","-99"
"4927",""
"4928","Administration"
"4929","retraité"
"4930","Saled"
"4931","Retired Nurse Practitioner"
"4932",""
"4933",""
"4934",""
"4935","Dessinatrice industrielle"
"4936","PSW"
"4937",""
"4938","Hospitality Management"
"4939","Qa"
"4940","Educator"
"4941","library clerk"
"4942","OFFICE WORKER"
"4943","-99"
"4944","Étudiant"
"4945","-99"
"4946","-99"
"4947","-99"
"4948","technicien civil"
"4949",""
"4950","-99"
"4951","public servant"
"4952",""
"4953","Admin"
"4954","ingenieur"
"4955",""
"4956","agent de bureau"
"4957","Entrepreneur"
"4958",""
"4959","Therapy Assistant"
"4960","Électricien"
"4961","Travailleur"
"4962",""
"4963","Personal care worker"
"4964","Disability case manager"
"4965",""
"4966","Educational assistant"
"4967","Rédactrice gouvernement du Québec"
"4968","clerical"
"4969","Retraité"
"4970","student"
"4971","upholsterer"
"4972","-99"
"4973","Asistant administrative"
"4974",""
"4975","bank supervisor"
"4976",""
"4977","Professional Engineer"
"4978",""
"4979","art broker"
"4980","-99"
"4981",""
"4982","Policy"
"4983",""
"4984",""
"4985",""
"4986","Teacher"
"4987","Retail management"
"4988",""
"4989","Retraité"
"4990","RETIRED"
"4991",""
"4992","Office worker"
"4993","Teacher"
"4994","Manzger"
"4995","-99"
"4996","-99"
"4997","retired Law Clerk/Office Manager"
"4998","Pharmacy technician"
"4999","Travailleur plfein temps"
"5000","-99"
"5001","Hygienist"
"5002",""
"5003",""
"5004","Handmade baby retail"
"5005","Forensic scientist"
"5006","nurse"
"5007",""
"5008","deli clerk"
"5009","Project Manager"
"5010","-99"
"5011","-99"
"5012","labour"
"5013","engineer"
"5014","-99"
"5015","business owner"
"5016","Paramedic"
"5017",""
"5018",""
"5019","Letter carrier"
"5020","disabled, do not work"
"5021",""
"5022",""
"5023",""
"5024","Data analyst"
"5025",""
"5026","Laborer"
"5027","Communications associate"
"5028","supply chain"
"5029","medecin"
"5030","Technician"
"5031","Store clerk"
"5032",""
"5033",""
"5034","Teacher"
"5035",""
"5036","Accounts Clerk"
"5037","Financial Support"
"5038","sales manager"
"5039",""
"5040",""
"5041","machiniste"
"5042","programmeur analyste"
"5043","Financial Analyst"
"5044","-99"
"5045","commis dans une banque"
"5046","Retired - Insurance"
"5047",""
"5048",""
"5049",""
"5050",""
"5051","Agent sécurité"
"5052","Executive assistant"
"5053","-99"
"5054",""
"5055","Unemployment"
"5056","-99"
"5057",""
"5058","Small business owner"
"5059",""
"5060","Art Director in 2D Animation"
"5061","Service à la clientèle pour Air Canada"
"5062","-99"
"5063","Retired"
"5064","Teacher"
"5065","rn"
"5066","aidante naturelle"
"5067","Pharmacist"
"5068","Law enforcement"
"5069","clerical"
"5070","Teacher"
"5071",""
"5072","clerk"
"5073","Notaire"
"5074","Assurance"
"5075","case manager"
"5076","personal services"
"5077","Accountant"
"5078","Courtier"
"5079","Student"
"5080","security"
"5081",""
"5082","infirmière clinicienne"
"5083",""
"5084","consultant en gestion"
"5085",""
"5086",""
"5087","Analyst"
"5088","Student"
"5089","-99"
"5090","retired"
"5091","-99"
"5092",""
"5093","-99"
"5094",""
"5095","Bookkeeper/Office Manager"
"5096","-99"
"5097","-99"
"5098","-99"
"5099",""
"5100","Salariés"
"5101","Banker"
"5102","Consultant en informatique"
"5103","Computer programmer"
"5104","Renovator"
"5105","financial services"
"5106","PARTSMAN"
"5107","Retired"
"5108",""
"5109",""
"5110","Administration Manager"
"5111","Personal care attendent"
"5112","-99"
"5113",""
"5114","Housekeeper"
"5115",""
"5116","assistant gérant"
"5117",""
"5118","Gestionnaire"
"5119",""
"5120","Retired but doing part time consulting"
"5121","-99"
"5122",""
"5123",""
"5124","Travailleur à temps plein"
"5125","Systems Administrator"
"5126","Government Auditor"
"5127","Cancer research"
"5128",""
"5129",""
"5130","Registered Nurse"
"5131","It analysts"
"5132",""
"5133","Student (Full Time)"
"5134","Office Manager - Insurance"
"5135","Ingénieur"
"5136","-99"
"5137",""
"5138","-99"
"5139","Retired"
"5140",""
"5141","Business"
"5142","Licensed Practical Nurse"
"5143","travel services"
"5144","Biologiste"
"5145","directeur des opérations"
"5146","Full time employee"
"5147",""
"5148",""
"5149",""
"5150","Accountant"
"5151","Management"
"5152","Teacher"
"5153","Operator"
"5154","Govt"
"5155","District Manager of a Chain of Restaurants"
"5156","-99"
"5157",""
"5158",""
"5159","Cx service rep"
"5160","-99"
"5161","-99"
"5162","accounts Payable"
"5163","Retraité"
"5164",""
"5165","Agente admnistrative"
"5166","horloger"
"5167","Education assistant"
"5168","-99"
"5169","Library worker"
"5170","Conseiller vente au détail"
"5171","Homemaker"
"5172","Head Cook  and Foster Parent"
"5173",""
"5174",""
"5175","Études"
"5176",""
"5177",""
"5178","lamineur duo"
"5179","Administration"
"5180","service rep"
"5181","-99"
"5182","Assistant technique en dialyse"
"5183","CASH APPLICATION SPECIALIST"
"5184","Social services"
"5185",""
"5186","Student"
"5187",""
"5188","Teacher"
"5189","Environmental sector"
"5190","professional"
"5191",""
"5192",""
"5193","Registered Pharmacy Technician"
"5194","System Analyst"
"5195","Agente de bureau"
"5196","retired"
"5197","manager"
"5198","-99"
"5199","Administrative assistant"
"5200",""
"5201","Administrative assistant"
"5202","Underwriter"
"5203","-99"
"5204","bio-medical librarian"
"5205","Professional"
"5206","ECE"
"5207","teacher"
"5208","Health services administration"
"5209","-99"
"5210","Hospital Worker"
"5211","-99"
"5212","Service à la clientèle"
"5213","Travaileur a temps pleins"
"5214","Miltary"
"5215",""
"5216","business analyst"
"5217","conseiller en informatique"
"5218","Writer"
"5219","Physics professor"
"5220",""
"5221","Account manager"
"5222","education"
"5223","Video editor"
"5224",""
"5225",""
"5226",""
"5227","SPÉCIALISTE  EN  ADAPTATION  SCOLAIRE + RELATION  D AIDE"
"5228","-99"
"5229","-99"
"5230","Principal"
"5231","Technicienne en administration"
"5232","Stockbroker"
"5233",""
"5234",""
"5235","Directeur général"
"5236","Agent de recouvrement du gouvernement fédéral"
"5237","Retraitée"
"5238",""
"5239","-99"
"5240","Tech en médecine nucleaire"
"5241",""
"5242","Pompier"
"5243",""
"5244","Planificateur financier"
"5245",""
"5246","Accountant"
"5247","Publice Relations Consultant"
"5248","Social worker"
"5249","-99"
"5250","Foreman"
"5251","Mystery shopper audits"
"5252","PC Technician"
"5253","travail de bureau"
"5254",""
"5255","Engineer"
"5256","customer service"
"5257",""
"5258",""
"5259",""
"5260",""
"5261",""
"5262",""
"5263","Au foyer"
"5264","retired"
"5265","Airline's ground staff."
"5266","fiscaliste"
"5267",""
"5268","Consultant"
"5269",""
"5270","infirmiere"
"5271",""
"5272","Teacher"
"5273",""
"5274",""
"5275","Web Developer"
"5276","writer-editor"
"5277","Executive Assistant"
"5278","Bus driver"
"5279","teacher"
"5280","-99"
"5281",""
"5282","Student"
"5283","Driver"
"5284","Marketing"
"5285",""
"5286","District Manager"
"5287","government administration"
"5288",""
