"","x"
"1188","stock"
"1189","teacher/sessional instructor at university"
"1190","part time maintenance"
"1191","petroleum exploration"
"1192","bank teller"
"1193","self employed farmer"
"1194","quality analyst"
"1195","plant operator"
"1196","education-principal"
"1197","ea"
"1198","programmer/analyst"
"1199","administrative manager"
"1200","transportation"
"1201","bank executive"
"1202","dentist & teacher"
"1203","painter"
"1204","associate"
"1205","disabled"
"1206","film animator"
"1207","nursr"
"1208","business analyst"
"1209","bookkeeper"
"1210","naval officer"
"1211","clergy/mimister"
"1212","admin"
"1213","automotive"
"1214","security"
"1215","lottery ticket sales contractor"
"1216","manufacturing"
"1217","roofing laborer"
"1218","other"
"1219","hospital ward clerk"
"1220","i.t."
"1221","csr"
"1222","real estate management"
"1223","owner of a construction company"
"1224","marketing ,corporate relations"
"1225","office work"
"1226","registered nursing assistant,"
"1227","diplomat"
"1228","systems analyst"
"1229","bank clerk"
"1230","caissiere"
"1231","help desk"
"1232","early children educator"
"1233","actor"
"1234","information technology manager"
"1235","buying clerk and guality control."
"1236","law clerk"
"1237","tourism"
"1238","building maintenance"
"1239","financial adviser"
"1240","fitness professional"
"1241","accountant/auditor"
"1242","it professional"
"1243","canadian forces"
"1244","it support"
"1245","telephone operator"
"1246","health"
"1247","project manager for an insurance company"
"1248","urology surgical booking clerk"
"1249","early childhood educator"
"1250","material handler"
"1251","long-term disability"
"1252","researcher"
"1253","education"
"1254","evp"
"1255","chemical sales"
"1256","provincial civil servant"
"1257","construction,home improvement"
"1258","residential renovation"
"1259","software quality assurance manager"
"1260","government"
"1261","civil engineer"
"1262","facility operator 2"
"1263","janitorial services"
"1264","civil servant"
"1265","homemaker"
"1266","labour relations economist"
"1267","postal worker["
"1268","media relations"
"1269","director of sales and marketing for an office automation dealership with 1800 employees"
"1270","travel consultant"
"1271","temps plein"
"1272","homemake"
"1273","retail worker"
"1274","cook"
"1275","it tech"
"1276","executive"
"1277","aviation consultant"
"1278","courier"
"1279","retail services"
"1280","banking"
"1281","allied health"
"1282","store manager"
"1283","dispatcher"
"1284","lawn maintenance"
"1285","association executive"
"1286","pharmacist & pharmacy systems specialist"
"1287","admim"
"1288","licensed nuclear operator"
"1289","special education technician"
"1290","public relations"
"1291","slot attendant"
"1292","conservationist"
"1293","surg assist"
"1294","disablity"
"1295","home maker"
"1296","law clerk."
"1297","malade a temps plein"
"1298","travel counsellor"
"1299","mgr purchasing"
"1300","letter carrier"
"1301","national sales manager"
"1302","personnel manager"
"1303","wholesale sales"
"1304","it/ clerical"
"1305","hospitality worker"
"1306","famille d'accueil pour personnes handicapées"
"1307","telecommunications"
"1308","manager purchasing"
"1309","museum curator"
"1310","agronomist"
"1311","customer service /secretary"
"1312","data manager"
"1313","dentist"
"1314","financial consultant"
"1315","stationary engineer"
"1316","administration/office support"
"1317","retired college professor"
"1318","directo of operations"
"1319","research associate"
"1320","cleaner"
"1321","mother and house slave to my family"
"1322","special care counsellor"
"1323","adjudicator"
"1324","customs"
"1325","ford auto manufacturing"
"1326","labour-manufacturing"
"1327","lab technologist"
"1328","customers service manager"
"1329","office"
"1330","professional artist"
"1331","process operator"
"1332","healthcare consultant"
"1333","provincial manager"
"1334","porgram manager"
"1335","director financial planning"
"1336","dsw"
"1337","auto worker"
"1338","it services manager"
"1339","contract marker/tutor at a college"
"1340","communications professional"
"1341","lab technician"
"1342","taxi driver"
"1343","automotive machinist"
"1344","data imluy clerk"
"1345","fact6"
"1346","ventes"
"1347","purchasing manager"
"1348","shipping"
"1349","geospatial technician"
"1350","zoological/animal caregive pet care"
"1351","household manager"
"1352","financial"
"1353","freelancer"
"1354","former radio producer; now retired"
"1355","commercial mortgage specialist"
"1356","h d mechanic"
"1357","pipefitter"
"1358","unskilled labourer"
"1359","consrtuction"
"1360","financially abused and oppressed"
"1361","navy"
"1362","h.r. secretary"
"1363","self employed landscaper yard work other odd sesonal work"
"1364","restaurant server"
"1365","public health nurse"
"1366","n/a"
"1367","disability support worker"
"1368","customer service  rep"
"1369","front desk supervisor"
"1370","office worker"
"1371","stay at home parent"
"1372","sales excutive,"
"1373","school principal"
"1374","hairstylist"
"1375","auto mecanic"
"1376","replenishment clerk"
"1377","business consultant"
"1378","district manager - agricltural organization"
"1379","private investigator"
"1380","computer analyst"
"1381","retailer (owner)"
"1382","aircraft engineer"
"1383","insurance underwriter"
"1384","controller"
"1385","medical techologist"
"1386","bank employee"
"1387","housewife / homemaker"
"1388","laboratory manager"
"1389","accounting clerk"
"1390","journeyman scaffalder"
"1391","lpn"
"1392","entertainment"
"1393","back problem dont work"
"1394","system analyst"
"1395","postal worker"
"1396","national manager"
"1397","consulting"
"1398","it security"
"1399","transit instructor"
"1400","tradesman- painter"
"1401","welfare caseworker"
"1402","payroll"
"1403","cfo"
"1404","self employed administrator"
"1405","customer service / accounts receivable"
"1406","parenting family literacy facilitator"
"1407","librarian on disability"
"1408","corporate training manager"
"1409","chartered accountant"
"1410","oil refinery engineer"
"1411","middle manager"
"1412","logistics"
"1413","goof"
"1414","subatomic physicist"
"1415","slave"
"1416","millitary"
"1417","lab tech"
"1418","customs brokers"
"1419","psychiatric social worker"
"1420","design"
"1421","fitness instructor"
"1422","house wife & farm wife"
"1423","senior financial associate"
"1424","purchasing /material management executive"
"1425","études"
"1426","facility coordinator"
"1427","retired industrial mechanic"
"1428","pro photographer"
"1429","mechanical designer"
"1430","university academic/researcher/administrator, phd in psychology"
"1431","mental health worker"
"1432","systems architect"
"1433","holistic nutritionist"
"1434","retired engineer"
"1435","tradesman"
"1436","business analysis"
"1437","military nurse"
"1438","warehouse supervisor"
"1439","computer person and farmer"
"1440","superintendent of schools"
"1441","travel agent"
"1442","railroad"
"1443","telecommunications associate"
"1444","qa mgr"
"1445","event manager"
"1446","operations controller"
"1447","elementary resource teacher"
"1448","self employed consultant"
"1449","sales company owner, mba"
"1450","hr consultant"
"1451","worked internal/computer security for cra"
"1452","auditor"
"1453","retired from iinformation technology"
"1454","co. secretary"
"1455","nothing"
"1456","public relations co-ordinator"
"1457","qa lead/software tester"
"1458","web and digital specialist"
"1459","on federal disability"
"1460","childcare"
"1461","director, it"
"1462","medical technologist"
"1463","claims adjuster"
"1464","field manager"
"1465","large venue security & licensed cannabis retailer"
"1466","r.n"
"1467","military officer"
"1468","transit operator"
"1469","municipal contracts manager"
"1470","tradesman machinist/millwright"
"1471","okn"
"1472","gas fitter"
"1473","procurement specialist"
"1474","structural engineer"
"1475","transcriptionist"
"1476","business owner president general manager"
"1477","analytics professional"
"1478","retired city councillor"
"1479","military airforce"
"1480","scheduler"
"1481","municipal finance"
"1482","accounting/customer service"
"1483","public servant/university teacher"
"1484","retired educational assistant"
"1485","kinesiologist"
"1486","typesetter"
"1487","chartered accounting"
"1488","dental assistant"
"1489","civil servant- provincial govt"
"1490","underwriter"
"1491","housekeeping"
"1492","financial analyst"
"1493","home stager"
"1494","construction trade"
"1495","law"
"1496","lead generation"
"1497","it project manager"
"1498","co-ordinator"
"1499","collections officer"
"1500","auto body"
"1501","pharmacy assistant"
"1502","provincial public servant"
"1503","network control operator"
"1504","technical translator"
"1505","airline's ground staff."
"1506","dales"
"1507","payroll clerk"
"1508","buyer/purchaser"
"1509","receptionist"
"1510","probation/parole officer"
"1511","r&d engineer"
"1512","nursing"
"1513","manufacturer"
"1514","medical laboratory technologist"
"1515","commis d'entrepôt"
"1516","self employed, freelance"
"1517","psychoneuroendocrinologist"
"1518","garden technician"
"1519","science director"
